Player,Picture,Squad,Squad_picture,Pos,DPos,contribution,Annual Wages,Squad Annual Wages,Con_color,Con_longitude,Pos_Order,DPos_Order,90s,Aerials Won %,Blocks Contribution,Clearance Contribution,Interception Contribution,Pass Completion %,Crosses Completed,Progressive Carries,Tackles Contribution,Touches in Attacking Third,Carries into Final Third,Ball Recoveries,Progressive Passes,Key Passes,Tackles Won,Shot-Creating Actions,xA,Assists,Goals,Progressive Passes Received,xG,xG-G,all_con%,all_latitude,all_longitude,Clean Sheets Contribution,Launch %,PSxG-GA,Pass Completion Contribution,Save%,posrank,dposrank,allposrank,alldposrank
Jean-Clair Todibo,https://fbref.com/req/202302030/images/headshots/88f130ed_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e460.png,DF,CB,1.18,1270102,119206107,14.2502254126058,33.397240376101,3,1,15.5,50,21,65,20,87.6,,,,,,,,,,,,,,,,,,40°S-60°S,2.33006831587519,,,,,,5,3,107,58
Konstantinos Mavropanos,https://fbref.com/req/202302030/images/headshots/00963611_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e461.png,DF,CB,1.499,3175256,119206107,16.3815914977857,38.3923715698333,3,1,20.6,70.5,21,108,38,85.6,,,,,,,,,,,,,,,,,,25°S-35°S,3.865530972931894,,,,,,4,2,83,43
Max Kilman,https://fbref.com/req/202302030/images/headshots/d0f72bf1_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e462.png,DF,CB,2.126,6350511,119206107,20.5708282858981,48.2103880540658,3,1,32.2,67.3,54,179,36,86.9,,,,,,,,,,,,,,,,,,40°S-60°S,3.36355628296797,,,,,,2,1,45,16
Aaron Cresswell,https://fbref.com/req/202302030/images/headshots/4f974391_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e463.png,DF,LB,0.538,3175256,119206107,10.1330248185678,42.5816851861739,3,2,6.5,,,,,,27,4,8,7,,,,,,,,,,,,,,35°S-40°S,12.99736760736852,,,,,,6,2,163,30
Emerson Palmieri,https://fbref.com/req/202302030/images/headshots/e0bc6fdc_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e464.png,DF,LB,1.171,6032986,119206107,18.4229840127349,77.4183148138261,3,2,21.4,,,,,,61,42,55,22,,,,,,,,,,,,,,40°S-60°S,7.755912168016915,,,,,,3,1,61,16
Aaron Wan-Bissaka,https://fbref.com/req/202302030/images/headshots/9e525177_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e465.png,DF,RB,1.95,5715460,119206107,28.6250033053988,90.6170727124019,3,3,30,,,,,,61,93,61,54,,,,,,,,,,,,,,25°S-35°S,13.68554472664749,,,,,,1,1,17,5
Vladimír Coufal,https://fbref.com/req/202302030/images/headshots/fdf3cb77_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e466.png,DF,RB,0.473,2222679,119206107,9.28176518567541,29.3829272875981,3,3,9.6,,,,,,19,14,17,5,,,,,,,,,,,,,,20°S-25°S,7.861321803403111,,,,,,7,2,167,40
Alphonse Areola,https://fbref.com/req/202302030/images/headshots/2f965a72_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e467.png,GK,GK,2.017,7620614,119206107,12.2093045827427,182.736257798579,4,0,21.1,,,,,,,,,,,,,,,,,,,,,,,70°S-90°S,12.52471658181259,4,33.6,-3.9,117,62.8,1,1,30,30
Łukasz Fabiański,https://fbref.com/req/202302030/images/headshots/9328b835_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e468.png,GK,GK,1.951,4127832,119206107,11.8436649961361,177.263742201421,4,0,11.9,,,,,,,,,,,,,,,,,,,,,,,60°S-70°S,10.00336291956456,2,41.5,2.3,69,74.6,2,2,31,31
Jørgen Strand Larsen,https://fbref.com/req/202302030/images/headshots/f553b2b3_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e1.png,FW,ST,1.141,952577,70321297,24.9343005372087,46.986155484558,1,1,25.7,,,,,,,,,,12,,,,,,,2,12,96,9.2,2.8,,20°N-35°N,7.873416216,,,,,,2,2,35,14
Matheus Cunha,https://fbref.com/req/202302030/images/headshots/dc62b55d_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e2.png,FW,ST,1.752,3810307,70321297,38.7465014694249,73.013844515442,1,1,24,,,,,,,,,,75,,,,,,,4,14,138,7.3,6.7,,40°N-60°N,12.84456379,,,,,,1,1,7,2
Gonçalo Guedes,https://fbref.com/req/202302030/images/headshots/e6bc67d7_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e3.png,FW,LW,0.998,5715460,70321297,21.7016577658389,92.0127795527157,1,2,8.6,,,,,,,,,,19,,,,,,,4,2,58,2.2,-0.2,,20°N-35°N,8.55932833048517,,,,,,3,1,45,15
Hwang Hee-chan,https://fbref.com/req/202302030/images/headshots/169fd162_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e4.png,FW,LW,0.33,4445358,70321297,6.60092090377601,27.9872204472844,1,2,7.2,,,,,,,,,,5,,,,,,,0,2,40,0.8,1.2,,35°N-40°N,7.80922665478044,,,,,,6,2,122,40
Carlos Forbs,0,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e5.png,FW,RW,0.327,1270102,70321297,6.53310322325776,23.3535353535353,1,3,2.6,,,,,,,,,,3,,,,,,,0,0,28,0.1,-0.1,,35°N-40°N,8.928939237899073,,,,,,7,3,123,29
Pablo Sarabia,https://fbref.com/req/202302030/images/headshots/9744ff80_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e6.png,FW,RW,0.821,5715460,70321297,17.7004146152624,63.2727272727273,1,3,7.3,,,,,,,,,,13,,,,,,,2,2,49,2.7,-0.7,,40°N-60°N,9.50146627565983,,,,,,4,1,65,16
Rodrigo Gomes,0,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e7.png,FW,RW,0.451,1587628,70321297,9.33623401801196,33.3737373737374,1,3,6.8,,,,,,,,,,15,,,,,,,0,1,60,0.4,0.6,,35°N-40°N,12.76004119464471,,,,,,5,2,114,27
André,https://fbref.com/req/202302030/images/headshots/ec604e2c_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e8.png,MF,CM,1.464,2222679,70321297,21.1287278608186,33.7527412782386,2,1,22.2,,,,,,,,,,14,,86,12,,41,0.5,,,,,,,5°N-20°N,5.955381599043738,,,,,,2,2,43,14
Jean-Ricner Bellegarde,https://fbref.com/req/202302030/images/headshots/10f0fdd3_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e9.png,MF,CM,2.566,2222679,70321297,33.9041755409295,54.1612761933999,2,1,16.4,,,,,,,,,,34,,35,26,,53,2.5,,,,,,,5°N-20°N,9.556292479001032,,,,,,1,1,8,2
Tommy Doyle,https://fbref.com/req/202302030/images/headshots/5526deb1_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e10.png,MF,CM,1.374,635051,70321297,20.0853609903921,32.0859825283615,2,1,5.4,,,,,,,,,,3,,40,7,,17,0.3,,,,,,,5°N-20°N,5.661296318466465,,,,,,3,3,48,18
João Gomes,https://fbref.com/req/202302030/images/headshots/8b57ad2c_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e11.png,MF,CDM,3.784,1905153,70321297,15.0225440363794,76.9348305949093,2,3,27.9,,37,,25,85.2,,,,,,163,141,20,55,,,,,,,,,5°S-5°N,9.468591533897737,,,,,,4,1,68,21
Mario Lemina,https://fbref.com/req/202302030/images/headshots/2b471f99_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e12.png,MF,CDM,2.131,2857730,70321297,6.3775403510982,32.6612446823748,2,3,15.2,,12,,27,80.4,,,,,,73,48,10,31,,,,,,,,,5°S-5°N,4.019713600390527,,,,,,5,2,122,36
Marshall Munetsi,https://fbref.com/req/202302030/images/headshots/2acf0cd7_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e13.png,MF,CDM,1.3,3435334,70321297,2.03150401566645,10.4039247227159,2,3,6.8,,7,,4,72.3,,,,,,20,6,4,8,,,,,,,,,5°S-5°N,1.280441027647314,,,,,,6,3,127,39
Craig Dawson,https://fbref.com/req/202302030/images/headshots/3e9e06cb_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e14.png,DF,CB,0.931,2857730,70321297,12.5865572144559,11.640200742289,3,1,10.8,65.6,16,52,9,86.6,,,,,,,,,,,,,,,,,,35°S-40°S,6.229635630155508,,,,,,9,6,136,78
Emmanuel Agbadou,https://fbref.com/req/202302030/images/headshots/75f1ed80_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e15.png,DF,CB,0.965,3091801,70321297,12.8137247595848,11.8502880427619,3,1,9.7,58.1,13,62,9,83.2,,,,,,,,,,,,,,,,,,35°S-40°S,6.342070747164674,,,,,,8,5,132,76
Nasser Djiga,https://fbref.com/req/202302030/images/headshots/1a7a4d84_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e16.png,DF,CB,18.452,1030600,70321297,61.0772953535566,56.4850233942393,3,1,0.2,50,0,3,2,100,,,,,,,,,,,,,,,,,,40°S-60°S,9.986808390889127,,,,,,1,1,5,4
Santiago Bueno,https://fbref.com/req/202302030/images/headshots/edc98fac_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e17.png,DF,CB,0.981,1905153,70321297,12.9206271337631,11.9491526547492,3,1,17.6,52.3,32,61,14,88,,,,,,,,,,,,,,,,,,25°S-35°S,3.048854220422758,,,,,,7,4,129,73
Toti Gomes,https://fbref.com/req/202302030/images/headshots/f0caab96_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e18.png,DF,CB,1.204,1587628,70321297,14.4105789738732,13.3270781843218,3,1,23,69.5,24,123,21,84.6,,,,,,,,,,,,,,,,,,20°S-25°S,6.334858918650907,,,,,,6,3,105,57
Yerson Mosquera,https://fbref.com/req/202302030/images/headshots/1e159d70_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e19.png,DF,CB,1.434,508041,70321297,15.9473006026864,14.7482569816388,3,1,4.9,64.7,13,14,10,85.4,,,,,,,,,,,,,,,,,,25°S-35°S,3.763052229856439,,,,,,5,2,89,47
Rayan Aït-Nouri,https://fbref.com/req/202302030/images/headshots/9b398aea_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e20.png,DF,LB,1.772,635051,70321297,26.2938615414782,120,3,2,29.1,,,,,,72,69,79,51,,,,,,,,,,,,,,40°S-60°S,11.06948149836827,,,,,,2,1,26,8
Matt Doherty,https://fbref.com/req/202302030/images/headshots/d557d734_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e21.png,DF,RB,0.629,3175256,70321297,11.3247883046171,27.3996463065677,3,3,20.1,,,,,,18,29,35,19,,,,,,,,,,,,,,35°S-40°S,11.43280962258125,,,,,,10,3,154,37
Nélson Semedo,https://fbref.com/req/202302030/images/headshots/d04b94db_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e22.png,DF,RB,1.287,5080409,70321297,19.9421550498967,48.2488484782654,3,3,26.8,,,,,,53,60,54,35,,,,,,,,,,,,,,40°S-60°S,6.269500623221679,,,,,,3,1,50,18
Pedro Lima,https://fbref.com/req/202302030/images/headshots/b2f4cad5_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e23.png,DF,RB,1.164,952577,70321297,18.3313098984234,44.3515052151669,3,3,0.8,,,,,,5,4,1,3,,,,,,,,,,,,,,40°S-60°S,5.763076184348009,,,,,,4,2,64,22
Sam Johnstone,https://fbref.com/req/202302030/images/headshots/9e5708be_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e24.png,GK,GK,2.223,2540205,70321297,13.3505432924544,174.041763229634,4,0,7,,,,,,,,,,,,,,,,,,,,,,,60°S-70°S,11.27609821548902,0,45.6,-3,52,61.5,2,2,25,25
José Sá,https://fbref.com/req/202302030/images/headshots/903b6e8b_2022.jpg,Wolves,https://cdn.ssref.net/req/202505011/tlogo/fb/8cec06e25.png,GK,GK,2.388,2540205,70321297,14.2646422589711,185.958236770366,4,0,25,,,,,,,,,,,,,,,,,,,,,,,70°S-90°S,14.6331513169955,6,40.8,-3.9,80,61.5,1,1,20,20
