Player,Picture,Squad,Squad_picture,Pos,DPos,contribution,Annual Wages,Squad Annual Wages,Con_color,Con_longitude,Pos_Order,DPos_Order,90s,Aerials Won %,Blocks Contribution,Clearance Contribution,Interception Contribution,Pass Completion %,Crosses Completed,Progressive Carries,Tackles Contribution,Touches in Attacking Third,Carries into Final Third,Ball Recoveries,Progressive Passes,Key Passes,Tackles Won,Shot-Creating Actions,xA,Assists,Goals,Progressive Passes Received,xG,xG-G,all_con%,all_latitude,all_longitude,Clean Sheets Contribution,Launch %,PSxG-GA,Pass Completion Contribution,Save%,posrank,dposrank,allposrank,alldposrank
Jakub Stolarczyk,https://fbref.com/req/202302030/images/headshots/a4a76b3d_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b22.png,GK,GK,1.85,635051,86433015,11.2841256287532,85.2976834375216,4,0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49.7,-1.1,48.0,58.6,3,3,35,35
Danny Ward,https://fbref.com/req/202302030/images/headshots/d3ce0e89_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b23.png,GK,GK,4.006,2540205,86433015,23.2283521245707,175.58512652928,4,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37.0,-3.2,10.0,40.0,1,1,7,7
Darwin Núñez,https://fbref.com/req/202302030/images/headshots/4d77b365_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd0ba.png,FW,ST,0.466,8890716,170186475,9.67532242060319,51.8787878787879,1,1,11.2,,,,,,,,,,16.0,,,,,,,2.0,5.0,67.0,5.0,0.0,,,,,,,,,5,2,110,42
Diogo Jota,https://fbref.com/req/202302030/images/headshots/178ae8f8_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd1ba.png,FW,ST,0.6,8890716,170186475,12.7045121504182,68.1212121212121,1,1,11.6,,,,,,,,,,21.0,,,,,,,3.0,6.0,83.0,6.8,-0.8,,,,,,,,,4,1,96,37
Cody Gakpo,https://fbref.com/req/202302030/images/headshots/1971591f_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd2ba.png,FW,LW,0.694,7620614,170186475,14.8294661399899,48.985687616677,1,2,16.7,,,,,,,,,,27.0,,,,,,,3.0,8.0,219.0,6.0,2.0,,,,,,,,,3,2,81,27
Luis Díaz,https://fbref.com/req/202302030/images/headshots/4a1a9578_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd3ba.png,FW,LW,0.989,3492781,170186475,21.4982047242842,71.014312383323,1,2,22.9,,,,,,,,,,48.0,,,,,,,5.0,11.0,259.0,9.1,1.9,,,,,,,,,2,1,46,16
Federico Chiesa,https://fbref.com/req/202302030/images/headshots/b0f7e36c_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd4ba.png,FW,RW,0.25,9525767,170186475,4.79244942328943,10.7979626485569,1,3,0.4,,,,,,,,,,0.0,,,,,,,0.0,0.0,6.0,0.2,-0.2,,,,,,,,,6,2,130,30
Mohamed Salah,https://fbref.com/req/202302030/images/headshots/e342ad68_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd5ba.png,FW,RW,2.182,22226790,170186475,48.4670356770403,109.202037351443,1,3,31.5,,,,,,,,,,54.0,,,,,,,18.0,27.0,398.0,22.6,4.4,,,,,,,,,1,1,3,2
Alexis Mac Allister,https://fbref.com/req/202302030/images/headshots/83d074ff_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd6ba.png,MF,CM,1.998,9525767,170186475,27.3193712920157,79.3874690201026,2,1,26.5,,,,,,,,,,38.0,,158.0,38.0,,108.0,4.7,,,,,,,,,,,,,,1,1,17,6
Curtis Jones,https://fbref.com/req/202302030/images/headshots/4fb9c88f_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd7ba.png,MF,CM,0.847,952577,170186475,13.9758683157837,40.6125309798974,2,1,15.7,,,,,,,,,,14.0,,83.0,19.0,,40.0,1.4,,,,,,,,,,,,,,5,2,72,33
Dominik Szoboszlai,https://fbref.com/req/202302030/images/headshots/934e1968_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd8ba.png,MF,CAM,1.826,7620614,170186475,25.3253812729784,120.0,2,2,23.6,,,,,,,,,,44.0,,106.0,41.0,,95.0,4.3,,,,,,,,,,,,,,3,1,28,11
Ryan Gravenberch,https://fbref.com/req/202302030/images/headshots/b8e740fb_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd9ba.png,MF,CDM,5.875,9525767,170186475,25.9582383533322,62.1797949760324,2,3,30.5,,32.0,,54.0,89.0,,,,,,171.0,153.0,24.0,30.0,,,,,,,,,,,,,,,,2,1,25,10
Wataru Endo,https://fbref.com/req/202302030/images/headshots/c149016b_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd10ba.png,MF,CDM,5.527,3175256,170186475,24.1382375774835,57.8202050239676,2,3,1.7,,3.0,,3.0,93.1,,,,,,7.0,9.0,1.0,6.0,,,,,,,,,,,,,,,,4,2,33,13
Ibrahima Konaté,https://fbref.com/req/202302030/images/headshots/5ed9b537_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd11ba.png,DF,CB,1.349,4445358,170186475,15.3793817398641,26.300804373172,3,1,23.8,70.5,27.0,109.0,11.0,90.4,,,,,,,,,,,,,,,,,,,,,,,,,6,4,97,52
Jarell Quansah,https://fbref.com/req/202302030/images/headshots/4125cb98_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd12ba.png,DF,CB,1.746,1905153,170186475,18.0318968991633,30.8369608638306,3,1,3.5,38.5,5.0,15.0,5.0,90.4,,,,,,,,,,,,,,,,,,,,,,,,,4,2,67,29
Joe Gomez,https://fbref.com/req/202302030/images/headshots/7a11550b_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd13ba.png,DF,CB,1.512,5397935,170186475,16.4684496768056,28.163256534324,3,1,5.8,69.2,9.0,20.0,7.0,88.7,,,,,,,,,,,,,,,,,,,,,,,,,5,3,81,41
Virgil van Dijk,https://fbref.com/req/202302030/images/headshots/e06683ca_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd14ba.png,DF,CB,2.084,13971125,170186475,20.29020955368,34.6989782286734,3,1,32.0,70.3,22.0,165.0,51.0,91.7,,,,,,,,,,,,,,,,,,,,,,,,,3,1,48,18
Andrew Robertson,https://fbref.com/req/202302030/images/headshots/2e4f5f03_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd15ba.png,DF,LB,1.449,10160818,170186475,22.0637559811053,75.6484830252166,3,2,24.6,,,,,,131.0,57.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,2,1,40,10
Kostas Tsimikas,https://fbref.com/req/202302030/images/headshots/f315ca93_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd16ba.png,DF,LB,0.752,4762884,170186475,12.9356334560903,44.3515169747834,3,2,6.4,,,,,,42.0,13.0,24.0,5.0,,,,,,,,,,,,,,,,,,,,,8,2,128,25
Conor Bradley,https://fbref.com/req/202302030/images/headshots/bbd67769_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd17ba.png,DF,RB,0.766,635051,170186475,13.1189816847133,44.1865183222423,3,3,5.1,,,,,,5.0,21.0,11.0,13.0,,,,,,,,,,,,,,,,,,,,,7,2,123,31
Trent Alexander-Arnold,https://fbref.com/req/202302030/images/headshots/cd1acf9d_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd18ba.png,DF,RB,1.483,11430921,170186475,22.5090302506183,75.8134816777577,3,3,23.8,,,,,,140.0,48.0,67.0,35.0,,,,,,,,,,,,,,,,,,,,,1,1,37,16
Alisson,https://fbref.com/req/202302030/images/headshots/7a2e46a8_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd19ba.png,GK,GK,1.544,9525767,170186475,9.58888754539502,46.2774898747785,4,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,8.0,21.0,0.3,54.0,72.1,2,2,37,37
Vitezslav Jaros,https://fbref.com/req/202302030/images/headshots/12bb4d6a_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd20ba.png,GK,GK,118.402,444536,170186475,56.435074580939,272.36460748317,4,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,85.7,0.0,5.0,100.0,1,1,1,1
Caoimhín Kelleher,https://fbref.com/req/202302030/images/headshots/62d7ef38_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd21ba.png,GK,GK,1.36,635051,170186475,8.56952869788555,41.357902642051,4,0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,28.6,-0.4,29.0,67.6,3,3,40,40
Erling Haaland,https://fbref.com/req/202302030/images/headshots/1f44ac21_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd03ef.png,FW,ST,1.687,23814418,266719370,37.2771183915296,120.0,1,1,27.6,,,,,,,,,,14.0,,,,,,,3.0,21.0,103.0,20.8,0.2,,,,,,,,,1,1,10,5
Omar Marmoush,https://fbref.com/req/202302030/images/headshots/0e0102eb_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd04ef.png,FW,LW,0.648,20268474,266719370,13.7895950387102,39.9345335515548,1,2,9.2,,,,,,,,,,13.0,,,,,,,0.0,6.0,61.0,4.4,1.6,,,,,,,,,4,2,87,29
Sávio,https://fbref.com/req/202302030/images/headshots/fe6e7156_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd05ef.png,FW,LW,1.261,2540205,266719370,27.6470077579386,80.0654664484452,1,2,19.3,,,,,,,,,,44.0,,,,,,,8.0,1.0,239.0,4.9,-3.9,,,,,,,,,2,1,29,8
Jeremy Doku,https://fbref.com/req/202302030/images/headshots/fffea3e5_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd06ef.png,FW,RW,1.25,3175256,266719370,27.3983429293717,111.963048498845,1,3,14.3,,,,,,,,,,80.0,,,,,,,4.0,3.0,231.0,1.0,2.0,,,,,,,,,3,1,32,7
Nicolás González,https://fbref.com/req/202302030/images/headshots/2c56a792_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd07ef.png,FW,RW,0.125,4122401,266719370,1.96671273502915,8.03695150115473,1,3,7.2,,,,,,,,,,9.0,,,,,,,0.0,0.0,10.0,0.3,-0.3,,,,,,,,,5,2,135,32
Bernardo Silva,https://fbref.com/req/202302030/images/headshots/3eb22ec9_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd08ef.png,MF,CM,0.838,19051534,266719370,13.871531628741,33.075194140103,2,1,24.7,,,,,,,,,,56.0,,105.0,42.0,,78.0,3.6,,,,,,,,,,,,,,3,1,73,34
Mateo Kovačić,https://fbref.com/req/202302030/images/headshots/79c0821a_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd09ef.png,MF,CM,0.78,9525767,266719370,13.1991396455773,31.4719468580718,2,1,20.8,,,,,,,,,,66.0,,136.0,28.0,,58.0,2.9,,,,,,,,,,,,,,6,3,84,41
Matheus Nunes,https://fbref.com/req/202302030/images/headshots/e6af02e0_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd10ef.png,MF,CM,0.494,8255665,266719370,9.88355159066644,23.5662792259867,2,1,14.6,,,,,,,,,,24.0,,63.0,21.0,,36.0,3.0,,,,,,,,,,,,,,7,4,108,57
İlkay Gündoğan,https://fbref.com/req/202302030/images/headshots/819b3158_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd11ef.png,MF,CM,0.795,14606176,266719370,13.3730341239817,31.8865797758385,2,1,20.9,,,,,,,,,,52.0,,113.0,36.0,,72.0,3.7,,,,,,,,,,,,,,5,2,83,40
Kevin De Bruyne,https://fbref.com/req/202302030/images/headshots/e46012d4_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd12ef.png,MF,CAM,0.976,25402046,266719370,15.4713608300616,64.0302352940292,2,2,15.2,,,,,,,,,,42.0,,124.0,45.0,,93.0,5.2,,,,,,,,,,,,,,2,1,64,21
Phil Foden,https://fbref.com/req/202302030/images/headshots/ed1e53f3_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd13ef.png,MF,CAM,0.808,14288651,266719370,13.5237426719322,55.9697647059708,2,2,18.7,,,,,,,,,,30.0,,95.0,42.0,,84.0,5.1,,,,,,,,,,,,,,4,2,80,24
Rodri,https://fbref.com/req/202302030/images/headshots/6434f10d_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd14ef.png,MF,CDM,100.103,13971125,266719370,45.7970898572029,120.0,2,3,0.7,,1.0,,1.0,93.4,,,,,,7.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,1,1,2,1
Abdukodir Khusanov,https://fbref.com/req/202302030/images/headshots/d17ce930_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd15ef.png,DF,CB,0.966,1374134,266719370,12.820406157971,15.9119994446187,3,1,5.6,60.0,5.0,29.0,3.0,91.1,,,,,,,,,,,,,,,,,,,,,,,,,5,3,131,75
Jahmai Simpson-Pusey,https://fbref.com/req/202302030/images/headshots/383b10fd_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd16ef.png,DF,CB,2.133,412240,266719370,20.6175980746011,25.5894552068034,3,1,1.1,25.0,1.0,2.0,0.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,3,1,44,15
John Stones,https://fbref.com/req/202302030/images/headshots/5eecec3d_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd17ef.png,DF,CB,0.849,15876279,266719370,12.0386825467921,14.9417660905693,3,1,6.1,57.1,5.0,19.0,4.0,91.1,,,,,,,,,,,,,,,,,,,,,,,,,7,5,146,84
Joško Gvardiol,https://fbref.com/req/202302030/images/headshots/5ad50391_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd18ef.png,DF,CB,1.609,12701023,266719370,17.1165453202616,21.2441365955054,3,1,31.4,60.5,38.0,109.0,35.0,90.7,,,,,,,,,,,,,,,,,,,,,,,,,4,2,70,32
Manuel Akanji,https://fbref.com/req/202302030/images/headshots/89ac64a6_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd19ef.png,DF,CB,0.641,11430921,266719370,10.6489516824741,13.2169067944816,3,1,19.0,45.3,11.0,55.0,7.0,93.9,,,,,,,,,,,,,,,,,,,,,,,,,9,7,162,95
Nathan Aké,https://fbref.com/req/202302030/images/headshots/eaeca114_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd20ef.png,DF,CB,0.749,10160818,266719370,11.3705427081777,14.1125068136041,3,1,7.5,56.5,7.0,22.0,3.0,93.9,,,,,,,,,,,,,,,,,,,,,,,,,8,6,153,89
Rúben Dias,https://fbref.com/req/202302030/images/headshots/31c69ef1_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd21ef.png,DF,CB,0.854,11430921,266719370,12.0720895387228,14.9832290544176,3,1,20.2,50.0,17.0,54.0,18.0,93.4,,,,,,,,,,,,,,,,,,,,,,,,,6,4,142,81
Kyle Walker,https://fbref.com/req/202302030/images/headshots/86dd77d1_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd22ef.png,DF,RB,1.948,11113395,266719370,28.5988107013098,57.8030042681443,3,3,10.8,,,,,,14.0,12.0,17.0,13.0,,,,,,,,,,,,,,,,,,,,,2,2,18,6
Rico Lewis,https://fbref.com/req/202302030/images/headshots/b57e066e_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd23ef.png,DF,RB,2.114,1587628,266719370,30.7727968406964,62.1969957318557,3,3,20.1,,,,,,3.0,36.0,29.0,38.0,,,,,,,,,,,,,,,,,,,,,1,1,14,3
Ederson,https://fbref.com/req/202302030/images/headshots/3bb7b8b4_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd24ef.png,GK,GK,2.079,6350511,266719370,12.5527841944035,185.526877243495,4,0,21.8,,,,,,,,,,,,,,,,,,,,,,,,,7.0,17.6,3.8,63.0,68.5,1,1,28,28
Stefan Ortega,https://fbref.com/req/202302030/images/headshots/c1242d4e_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd25ef.png,GK,GK,1.944,5715460,266719370,11.8048850399808,174.473122756505,4,0,11.2,,,,,,,,,,,,,,,,,,,,,,,,,3.0,21.8,-0.9,40.0,66.0,2,2,32,32
Joshua Zirkzee,https://fbref.com/req/202302030/images/headshots/028e70b9_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538871.png,FW,ST,0.704,6668037,239020005,15.0555250750508,72.0649233543733,1,1,15.6,,,,,,,,,,21.0,,,,,,,1.0,3.0,69.0,4.8,-1.8,,,,,,,,,4,1,79,30
Rasmus Højlund,https://fbref.com/req/202302030/images/headshots/491a433d_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538871.png,FW,ST,0.481,5397935,239020005,10.0144108231944,47.9350766456267,1,1,17.6,,,,,,,,,,12.0,,,,,,,0.0,3.0,80.0,3.3,-0.3,,,,,,,,,6,2,109,41
Alejandro Garnacho,https://fbref.com/req/202302030/images/headshots/7aa8adfe_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538872.png,FW,LW,1.322,3175256,239020005,29.0259672618096,75.1609756097561,1,2,20.8,,,,,,,,,,62.0,,,,,,,1.0,5.0,249.0,6.2,-1.2,,,,,,,,,2,1,24,5
Marcus Rashford,https://fbref.com/req/202302030/images/headshots/a1d5bd30_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538873.png,FW,LW,0.804,19051534,239020005,17.316114425659,44.8390243902439,1,2,7.5,,,,,,,,,,13.5,,,,,,,1.5,2.5,59.5,1.65,0.85,,,,,,,,,3,2,68,23
Amad Diallo,https://fbref.com/req/202302030/images/headshots/9dc96f10_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538874.png,FW,RW,1.568,1831878,239020005,34.5870170643058,87.63723150358,1,3,17.7,,,,,,,,,,46.0,,,,,,,6.0,6.0,159.0,4.1,1.9,,,,,,,,,1,1,12,5
Antony,https://fbref.com/req/202302030/images/headshots/99127249_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538875.png,FW,RW,0.603,12701023,239020005,12.7723298309365,32.3627684964201,1,3,1.6,,,,,,,,,,6.0,,,,,,,0.0,0.0,7.0,1.0,-1.0,,,,,,,,,5,2,94,22
Christian Eriksen,https://fbref.com/req/202302030/images/headshots/980522ec_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538876.png,MF,CM,0.905,9525767,239020005,14.6482602989474,67.1178956048374,2,1,10.0,,,,,,,,,,8.0,,41.0,21.0,,40.0,1.8,,,,,,,,,,,,,,4,1,70,32
Kobbie Mainoo,https://fbref.com/req/202302030/images/headshots/c6220452_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538877.png,MF,CM,0.637,1270102,239020005,11.5413456181219,52.8821043951625,2,1,14.4,,,,,,,,,,12.0,,54.0,13.0,,25.0,1.2,,,,,,,,,,,,,,5,2,96,48
Bruno Fernandes,https://fbref.com/req/202302030/images/headshots/507c7bdf_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538878.png,MF,CAM,3.255,19051534,239020005,41.8917285823056,94.4493005431575,2,2,29.3,,,,,,,,,,56.0,,254.0,77.0,,156.0,6.4,,,,,,,,,,,,,,1,1,3,1
Mason Mount,https://fbref.com/req/202302030/images/headshots/9674002f_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538879.png,MF,CAM,0.619,15876279,239020005,11.3326722440366,25.5506994568425,2,2,3.5,,,,,,,,,,7.0,,13.0,5.0,,9.0,0.1,,,,,,,,,,,,,,6,2,99,30
Casemiro,https://fbref.com/req/202302030/images/headshots/4d224fe8_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538880.png,MF,CDM,5.786,22226790,239020005,25.4927783847962,58.3190231828678,2,3,14.1,,33.0,,12.0,78.7,,,,,,82.0,65.0,19.0,43.0,,,,,,,,,,,,,,,,3,2,27,11
Toby Collyer,0,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538881.png,MF,CDM,6.067,317526,239020005,26.9623767124211,61.6809768171322,2,3,2.0,,2.0,,2.0,82.6,,,,,,17.0,5.0,2.0,9.0,,,,,,,,,,,,,,,,2,1,19,9
Ayden Heaven,0,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538882.png,DF,CB,2.461,274827,239020005,22.8090967452563,26.7300859010862,3,1,1.1,33.3,2.0,6.0,1.0,81.6,,,,,,,,,,,,,,,,,,,,,,,,,2,1,36,12
Harry Maguire,https://fbref.com/req/202302030/images/headshots/d8931174_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538883.png,DF,CB,0.976,12065972,239020005,12.8872201418324,15.1025928498913,3,1,15.8,70.8,14.0,70.0,36.0,86.3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,130,74
Jonny Evans,https://fbref.com/req/202302030/images/headshots/f8fcd2a5_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538884.png,DF,CB,1.356,4127832,239020005,15.4261515285671,18.0779782771331,3,1,3.2,72.7,2.0,13.0,4.0,88.8,,,,,,,,,,,,,,,,,,,,,,,,,5,2,95,50
Leny Yoro,https://fbref.com/req/202302030/images/headshots/6763f716_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538885.png,DF,CB,0.672,7303088,239020005,10.8560750324446,12.7222845080979,3,1,10.7,45.8,5.0,36.0,17.0,92.5,,,,,,,,,,,,,,,,,,,,,,,,,12,7,160,93
Lisandro Martínez,https://fbref.com/req/202302030/images/headshots/bac46a10_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538886.png,DF,CB,0.931,7620614,239020005,12.5865572144559,14.7502445756127,3,1,19.5,55.2,22.0,57.0,32.0,89.4,,,,,,,,,,,,,,,,,,,,,,,,,9,6,136,78
Matthijs de Ligt,https://fbref.com/req/202302030/images/headshots/d6e53a3a_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538887.png,DF,CB,1.152,12383497,239020005,14.0631462577938,16.4806661004033,3,1,23.2,66.3,29.0,92.0,33.0,90.1,,,,,,,,,,,,,,,,,,,,,,,,,6,3,109,60
Victor Lindelöf,https://fbref.com/req/202302030/images/headshots/f5deef4c_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538888.png,DF,CB,1.108,7620614,239020005,13.7691647288034,16.1361477877753,3,1,4.1,47.6,3.0,28.0,5.0,92.3,,,,,,,,,,,,,,,,,,,,,,,,,7,4,113,63
Harry Amass,0,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538889.png,DF,LB,0.25,343533,239020005,6.36128982975238,15.8695804502058,3,2,0.8,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,13,4,175,35
Luke Shaw,https://fbref.com/req/202302030/images/headshots/9c94165b_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538890.png,DF,LB,0.601,9525767,239020005,10.9580918473711,27.3372735414839,3,2,0.9,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,11,3,158,29
Patrick Dorgu,https://fbref.com/req/202302030/images/headshots/e6536124_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538891.png,DF,LB,1.232,2748268,239020005,19.2218584374493,47.9529839135536,3,2,4.9,,,,,,21.0,21.0,14.0,10.0,,,,,,,,,,,,,,,,,,,,,4,1,58,15
Tyrell Malacia,https://fbref.com/req/202302030/images/headshots/6b6c793c_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538892.png,DF,LB,0.647,4762884,239020005,11.560521741418,28.8401620947568,3,2,1.1,,,,,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,10,2,150,28
Diogo Dalot,https://fbref.com/req/202302030/images/headshots/d9565625_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538893.png,DF,RB,1.89,5397935,239020005,27.8392251827289,70.4766907607624,3,3,30.6,,,,,,63.0,62.0,65.0,37.0,,,,,,,,,,,,,,,,,,,,,1,1,25,10
Noussair Mazraoui,https://fbref.com/req/202302030/images/headshots/b74277a0_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538894.png,DF,RB,1.258,8573190,239020005,19.5623622906062,49.5233092392376,3,3,27.5,,,,,,20.0,34.0,95.0,26.0,,,,,,,,,,,,,,,,,,,,,3,2,54,19
Altay Bayındır,https://fbref.com/req/202302030/images/headshots/072e68ed_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538895.png,GK,GK,9.46,2222679,239020005,45.496956731491,259.698280463863,4,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,39.2,-0.2,5.0,33.3,1,1,2,2
André Onana,https://fbref.com/req/202302030/images/headshots/e9c0c1b2_2022.jpg,Manchester Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/19538896.png,GK,GK,2.985,7620614,239020005,17.5720185196404,100.301719536137,4,0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,29.1,1.8,102.0,69.8,2,2,14,14
Alexander Isak,https://fbref.com/req/202302030/images/headshots/8e92be30_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a98.png,FW,ST,1.577,7620614,136451486,34.7904701058605,103.694553621561,1,1,26.8,,,,,,,,,,40.0,,,,,,,6.0,21.0,192.0,17.5,3.5,,,,,,,,,1,1,11,6
Callum Wilson,https://fbref.com/req/202302030/images/headshots/c596fcb0_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a99.png,FW,ST,0.158,2921235,136451486,2.71270722072986,8.08534531162268,1,1,2.8,,,,,,,,,,4.0,,,,,,,0.0,0.0,9.0,0.3,-0.3,,,,,,,,,6,3,134,51
William Osula,https://fbref.com/req/202302030/images/headshots/7b355808_2022.jpg,Newcastle Utd,https://cdn.ssref.net/req/202505011/tlogo/fb/b2b47a100.png,FW,ST,0.16,1270102,136451486,2.75791900774203,8.22010106681639,1,1,1.0,,,,,,,,,,1.0,,,,,,,0.0,0.0,7.0,0.0,0.0,,,,,,,,,5,2,133,50
